Size,Items,Support
3,"42,66,70",0.519399
3,"44,72,74",0.403004
3,"44,72,9",0.520964
3,"44,68,74",0.434919
3,"44,68,7",0.511890
3,"44,68,9",0.484668
3,"44,74,9",0.576658
3,"44,7,wk_file_2",0.451189
3,"44,7,9",0.701502
3,"44,7,70",0.516270
3,"44,64,wk_file_2",0.417397
3,"44,64,66",0.652378
3,"44,64,9",0.621715
3,"44,64,70",0.452753
3,"44,56,wk_file_2",0.436796
3,"44,56,58",0.772841
3,"44,56,62",0.752503
3,"44,56,66",0.723717
3,"44,56,9",0.706195
3,"44,56,70",0.500000
3,"44,56,60",0.758448
3,"44,50,52",0.496558
3,"44,50,58",0.498123
3,"44,50,62",0.490300
3,"44,50,66",0.469024
3,"44,50,9",0.462453
3,"44,50,60",0.488423
3,"44,52,wk_file_2",0.474969
3,"44,52,58",0.813517
3,"44,52,62",0.785670
3,"44,52,66",0.764393
3,"44,52,9",0.733730
3,"44,52,70",0.519086
3,"44,52,60",0.799124
3,"44,58,62",0.789111
3,"44,58,66",0.767522
3,"44,58,9",0.735920
3,"44,58,70",0.520651
3,"44,58,60",0.802253
3,"44,48,62",0.734981
3,"44,48,66",0.724656
3,"44,48,9",0.682103
3,"44,48,70",0.471214
3,"44,48,60",0.754693
3,"44,62,66",0.741865
3,"44,62,9",0.710263
3,"44,62,70",0.507196
3,"44,66,9",0.690551
3,"44,66,70",0.481227
3,"72,74,9",0.437109
3,"17,68,7",0.476533
3,"17,68,9",0.450563
3,"17,38,74",0.410200
3,"17,38,7",0.506258
3,"17,38,64",0.439612
3,"17,38,56",0.501564
3,"17,38,52",0.522215
3,"17,38,58",0.524093
3,"17,38,40",0.524406
3,"17,38,48",0.477472
3,"17,38,62",0.510951
3,"17,38,66",0.491239
3,"17,38,9",0.487171
3,"17,38,70",0.458073
3,"17,38,60",0.513767
3,"17,74,9",0.539424
3,"17,7,wk_file_1",0.446183
3,"17,7,9",0.688986
3,"17,7,70",0.512829
3,"17,64,66",0.581665
3,"17,64,9",0.564143
3,"17,64,70",0.431477
3,"17,27,56",0.517209
3,"17,27,52",0.544431
3,"17,27,31",0.410513
3,"17,27,29",0.545995
3,"17,27,34",0.514080
3,"17,27,58",0.547559
3,"17,27,40",0.539737
3,"17,27,3",0.498748
3,"17,27,48",0.525970
3,"17,27,62",0.512516
3,"17,27,66",0.511577
3,"17,27,9",0.501877
3,"17,27,60",0.538173
3,"17,56,wk_file_1",0.444305
3,"17,56,58",0.738736
3,"17,56,62",0.708698
3,"17,56,66",0.691802
3,"17,56,9",0.682728
3,"17,56,70",0.497497
3,"17,56,60",0.725594
3,"17,50,52",0.465895
3,"17,50,58",0.467459
3,"17,50,62",0.451189
3,"17,50,66",0.440238
3,"17,50,9",0.422090
3,"17,50,60",0.458385
3,"17,52,58",0.778473
3,"17,52,62",0.737484
3,"17,52,66",0.731539
3,"17,52,9",0.710889
3,"17,52,70",0.515957
3,"17,52,60",0.765332
3,"17,31,34",0.588235
3,"17,31,58",0.619212
3,"17,31,40",0.615144
3,"17,31,48",0.573842
3,"17,31,62",0.583855
3,"17,31,66",0.592616
3,"17,31,9",0.563830
3,"17,31,70",0.413955
3,"17,31,60",0.613892
3,"17,19,29",0.615144
3,"17,19,34",0.589174
3,"17,19,58",0.619212
3,"17,19,40",0.612015
3,"17,19,3",0.559449
3,"17,19,25",0.545995
3,"17,19,48",0.576971
3,"17,19,62",0.586671
3,"17,19,66",0.584168
3,"17,19,9",0.558198
3,"17,19,60",0.607947
3,"17,23,29",0.450563
3,"17,23,34",0.429912
3,"17,23,58",0.452441
3,"17,23,40",0.451815
3,"17,23,3",0.440864
3,"17,23,48",0.428348
3,"17,23,62",0.423342
3,"17,23,66",0.405194
3,"17,23,9",0.409262
3,"17,23,60",0.438986
3,"17,29,34",0.742178
3,"17,29,58",0.777534
3,"17,29,40",0.769712
3,"17,29,3",0.710889
3,"17,29,48",0.727472
3,"17,29,62",0.736546
3,"17,29,66",0.732478
3,"17,29,9",0.710889
3,"17,29,70",0.517835
3,"17,29,60",0.765019
3,"17,34,58",0.743116
3,"17,34,40",0.736233
3,"17,34,48",0.693054
3,"17,34,62",0.704944
3,"17,34,66",0.702441
3,"17,34,9",0.683980
3,"17,34,70",0.505945
3,"17,34,60",0.730601
3,"17,58,62",0.740926
3,"17,58,66",0.734668
3,"17,58,9",0.713079
3,"17,58,70",0.517522
3,"17,58,60",0.768461
3,"17,40,48",0.723717
3,"17,40,62",0.736233
3,"17,40,66",0.727472
3,"17,40,9",0.706508
3,"17,40,70",0.517835
3,"17,40,60",0.760951
3,"17,3,48",0.665519
3,"17,3,62",0.676158
3,"17,3,66",0.675219
3,"17,3,9",0.650501
3,"17,3,70",0.473404
3,"17,3,60",0.701502
3,"17,25,48",0.653317
3,"17,25,62",0.648623
3,"17,25,66",0.643930
3,"17,25,9",0.617021
3,"17,25,70",0.438986
3,"17,25,60",0.677409
3,"17,48,62",0.690551
3,"17,48,66",0.690864
3,"17,48,9",0.663016
3,"17,48,70",0.470588
3,"17,48,60",0.724656
3,"17,62,66",0.695870
3,"17,62,9",0.675532
3,"17,62,70",0.503755
3,"17,66,9",0.669587
3,"17,66,70",0.482478
3,"68,74,9",0.456508
3,"68,7,wk_file_1",0.403317
3,"68,7,9",0.540363
3,"68,7,70",0.403630
3,"38,74,9",0.494681
3,"38,7,9",0.608573
3,"38,7,70",0.558824
3,"38,64,66",0.560701
3,"38,64,9",0.543492
3,"38,64,70",0.486546
3,"38,56,58",0.657071
3,"38,56,62",0.645494
3,"38,56,66",0.618273
3,"38,56,9",0.609512
3,"38,56,70",0.541927
3,"38,56,60",0.645807
3,"38,50,52",0.453066
3,"38,50,58",0.454318
3,"38,50,62",0.452441
3,"38,50,66",0.429912
3,"38,50,9",0.419900
3,"38,50,60",0.445870
3,"38,52,58",0.684606
3,"38,52,62",0.670526
3,"38,52,66",0.645807
3,"38,52,9",0.629537
3,"38,52,70",0.561952
3,"38,52,60",0.673342
3,"38,58,62",0.672716
3,"38,58,66",0.647685
3,"38,58,9",0.630788
3,"38,58,70",0.563517
3,"38,58,60",0.675219
3,"38,40,48",0.634230
3,"38,40,62",0.672716
3,"38,40,66",0.647997
3,"38,40,9",0.631101
3,"38,40,70",0.563830
3,"38,40,60",0.675532
3,"38,48,62",0.619837
3,"38,48,66",0.605444
3,"38,48,9",0.578223
3,"38,48,70",0.511264
3,"38,48,60",0.628911
3,"38,62,66",0.634543
3,"38,62,9",0.617647
3,"38,62,70",0.549437
3,"38,66,9",0.594493
3,"38,66,70",0.529412
3,"64,66,9",0.702441
3,"64,66,70",0.505006
3,"27,56,58",0.651126
3,"27,56,62",0.626721
3,"27,56,66",0.609825
3,"27,56,9",0.598248
3,"27,56,60",0.640488
3,"27,50,52",0.426158
3,"27,50,58",0.427722
3,"27,50,62",0.410513
3,"27,50,66",0.403942
3,"27,50,60",0.421151
3,"27,52,58",0.686170
3,"27,52,62",0.649875
3,"27,52,66",0.644869
3,"27,52,9",0.621402
3,"27,52,60",0.675532
3,"27,31,34",0.478411
3,"27,31,58",0.513454
3,"27,31,40",0.509387
3,"27,31,48",0.490300
3,"27,31,62",0.482165
3,"27,31,66",0.491239
3,"27,31,9",0.464018
3,"27,31,60",0.510013
3,"27,29,34",0.647685
3,"27,29,58",0.687422
3,"27,29,40",0.679599
3,"27,29,3",0.610763
3,"27,29,48",0.662078
3,"27,29,62",0.651126
3,"27,29,66",0.648310
3,"27,29,9",0.622653
3,"27,29,60",0.677409
3,"27,34,58",0.647372
3,"27,34,40",0.640488
3,"27,34,48",0.622028
3,"27,34,62",0.613579
3,"27,34,66",0.612641
3,"27,34,9",0.589800
3,"27,34,60",0.637359
3,"27,58,62",0.653317
3,"27,58,66",0.647997
3,"27,58,9",0.623592
3,"27,58,60",0.678661
3,"27,40,48",0.656133
3,"27,40,62",0.648623
3,"27,40,66",0.640801
3,"27,40,9",0.617021
3,"27,40,60",0.671151
3,"27,3,48",0.588861
3,"27,3,62",0.579474
3,"27,3,66",0.578223
3,"27,3,9",0.556008
3,"27,3,60",0.602628
3,"27,48,62",0.627660
3,"27,48,66",0.628285
3,"27,48,9",0.598248
3,"27,48,60",0.656446
3,"27,62,66",0.612954
3,"27,62,9",0.591051
3,"27,66,9",0.587297
3,"15,56,58",0.593242
3,"15,56,62",0.564768
3,"15,56,66",0.560701
3,"15,56,9",0.537234
3,"15,56,60",0.590113
3,"15,52,58",0.630163
3,"15,52,62",0.591051
3,"15,52,66",0.597622
3,"15,52,9",0.562578
3,"15,52,70",0.413329
3,"15,52,60",0.627034
3,"15,31,34",0.479975
3,"15,31,58",0.507509
3,"15,31,40",0.503442
3,"15,31,48",0.470275
3,"15,31,62",0.474030
3,"15,31,66",0.489987
3,"15,31,9",0.452128
3,"15,31,60",0.507509
3,"15,19,29",0.472778
3,"15,19,34",0.449937
3,"15,19,58",0.476220
3,"15,19,40",0.469024
3,"15,19,3",0.431164
3,"15,19,25",0.413955
3,"15,19,48",0.443992
3,"15,19,62",0.445244
3,"15,19,66",0.453066
3,"15,19,9",0.415207
3,"15,19,60",0.473091
3,"15,29,34",0.597622
3,"15,29,58",0.629850
3,"15,29,40",0.622028
3,"15,29,3",0.581039
3,"15,29,48",0.590426
3,"15,29,62",0.590738
3,"15,29,66",0.598561
3,"15,29,9",0.563204
3,"15,29,70",0.415207
3,"15,29,60",0.626721
3,"15,34,58",0.598561
3,"15,34,40",0.591677
3,"15,34,48",0.559136
3,"15,34,62",0.562265
3,"15,34,66",0.571652
3,"15,34,9",0.539424
3,"15,34,70",0.403317
3,"15,34,60",0.595432
3,"15,58,62",0.594493
3,"15,58,66",0.600751
3,"15,58,9",0.564768
3,"15,58,70",0.414894
3,"15,58,60",0.630163
3,"15,40,48",0.586045
3,"15,40,62",0.589800
3,"15,40,66",0.593554
3,"15,40,9",0.558198
3,"15,40,70",0.415207
3,"15,40,60",0.622653
3,"15,3,48",0.543805
3,"15,3,62",0.548185
3,"15,3,66",0.555382
3,"15,3,9",0.520651
3,"15,3,60",0.577597
3,"15,25,48",0.522528
3,"15,25,62",0.516583
3,"15,25,66",0.519086
3,"15,25,9",0.483104
3,"15,25,60",0.548498
3,"15,48,62",0.554756
3,"15,48,66",0.561327
3,"15,48,9",0.525344
3,"15,48,60",0.590738
3,"15,62,66",0.563830
3,"15,62,9",0.529099
3,"15,62,70",0.400814
3,"15,66,9",0.535670
3,"56,58,62",0.914581
3,"56,58,66",0.890175
3,"56,58,9",0.860763
3,"56,58,70",0.602941
3,"56,58,60",0.930225
3,"56,62,66",0.862015
3,"56,62,9",0.831352
3,"56,62,70",0.591051
3,"56,66,9",0.811327
3,"56,66,70",0.562891
3,"50,52,58",0.616395
3,"50,52,62",0.599186
3,"50,52,66",0.583855
3,"50,52,9",0.564143
3,"50,52,70",0.412390
3,"50,52,60",0.606696
3,"50,58,62",0.600751
3,"50,58,66",0.585419
3,"50,58,9",0.565081
3,"50,58,70",0.413329
3,"50,58,60",0.608260
3,"50,62,66",0.568210
3,"50,62,9",0.551314
3,"50,62,70",0.411139
3,"50,66,9",0.535670
3,"52,58,62",0.954005
3,"52,58,66",0.941489
3,"52,58,9",0.896433
3,"52,58,70",0.625782
3,"52,58,60",0.981539
3,"52,62,66",0.901439
3,"52,62,9",0.857947
3,"52,62,70",0.611076
3,"52,66,9",0.846996
3,"52,66,70",0.585732
3,"31,34,58",0.749374
3,"31,34,40",0.746245
3,"31,34,48",0.697121
3,"31,34,62",0.715582
3,"31,34,66",0.720901
3,"31,34,9",0.678661
3,"31,34,70",0.492804
3,"31,34,60",0.744368
3,"31,58,62",0.753755
3,"31,58,66",0.758448
3,"31,58,9",0.709950
3,"31,58,70",0.501564
3,"31,58,60",0.785044
3,"31,40,48",0.734043
3,"31,40,62",0.751252
3,"31,40,66",0.754693
3,"31,40,9",0.706508
3,"31,40,70",0.501564
3,"31,40,60",0.780976
3,"31,48,62",0.701502
3,"31,48,66",0.714643
3,"31,48,9",0.657697
3,"31,48,70",0.453692
3,"31,48,60",0.736546
3,"31,62,66",0.722778
3,"31,62,9",0.676783
3,"31,62,70",0.489362
3,"31,66,9",0.679287
3,"31,66,70",0.474969
3,"19,29,34",0.587922
3,"19,29,58",0.614831
3,"19,29,40",0.607635
3,"19,29,3",0.559449
3,"19,29,48",0.572591
3,"19,29,62",0.582290
3,"19,29,66",0.581665
3,"19,29,9",0.555695
3,"19,29,60",0.604193
3,"19,34,58",0.588861
3,"19,34,40",0.582603
3,"19,34,48",0.546621
3,"19,34,62",0.556633
3,"19,34,66",0.558511
3,"19,34,9",0.535670
3,"19,34,60",0.578223
3,"19,58,62",0.586671
3,"19,58,66",0.583855
3,"19,58,9",0.557885
3,"19,58,60",0.607635
3,"19,40,48",0.569462
3,"19,40,62",0.582603
3,"19,40,66",0.577284
3,"19,40,9",0.551940
3,"19,40,60",0.600751
3,"19,3,48",0.521902
3,"19,3,62",0.532541
