Size,Items,Support
3,"pos42_124,pos43_127,pos5_13",0.899522
3,"pos42_124,pos6_16,pos9_25",0.568764
3,"pos42_124,pos6_16,pos7_19",0.953536
3,"pos42_124,pos4_10,pos5_13",0.806667
3,"pos11_31,pos14_40,pos37_109",0.446364
3,"pos11_31,pos14_40,pos23_69",0.424649
3,"pos11_31,pos14_40,pos19_55",0.440635
3,"pos11_31,pos14_40,pos25_75",0.445831
3,"pos11_31,pos14_40,pos29_85",0.431369
3,"pos11_31,pos14_40,pos43_127",0.446364
3,"pos11_31,pos14_40,pos41_121",0.424886
3,"pos11_31,pos14_40,pos6_16",0.438533
3,"pos11_31,pos14_40,pos35_103",0.426114
3,"pos11_31,pos14_40,pos24_72",0.440236
3,"pos11_31,pos14_40,pos7_19",0.445609
3,"pos11_31,pos14_40,pos36_106",0.441627
3,"pos11_31,pos14_40,pos30_88",0.442708
3,"pos11_31,pos14_40,pos18_52",0.421496
3,"pos11_31,pos14_40,pos31_91",0.446408
3,"pos11_31,pos14_40,pos5_13",0.419882
3,"pos11_31,pos14_40,pos28_82",0.407774
3,"pos11_31,pos27_79,pos37_109",0.734343
3,"pos11_31,pos27_79,pos3_7",0.438533
3,"pos11_31,pos27_79,pos39_115",0.493494
3,"pos11_31,pos27_79,pos29_85",0.735645
3,"pos11_31,pos27_79,pos43_127",0.734284
3,"pos11_31,pos27_79,pos41_121",0.690528
3,"pos11_31,pos27_79,pos6_16",0.703702
3,"pos11_31,pos27_79,pos9_25",0.481875
3,"pos11_31,pos27_79,pos33_97",0.528842
3,"pos11_31,pos27_79,pos35_103",0.697737
3,"pos11_31,pos27_79,pos7_19",0.728229
3,"pos11_31,pos27_79,pos36_106",0.725017
3,"pos11_31,pos27_79,pos30_88",0.735645
3,"pos11_31,pos27_79,pos4_10",0.576757
3,"pos11_31,pos27_79,pos31_91",0.735645
3,"pos11_31,pos27_79,pos5_13",0.655269
3,"pos11_31,pos27_79,pos40_118",0.621016
3,"pos11_31,pos27_79,pos28_82",0.735645
3,"pos11_31,pos13_37,pos22_66",0.765842
3,"pos11_31,pos13_37,pos37_109",0.904688
3,"pos11_31,pos13_37,pos23_69",0.840416
3,"pos11_31,pos13_37,pos3_7",0.563361
3,"pos11_31,pos13_37,pos17_49",0.805290
3,"pos11_31,pos13_37,pos39_115",0.630845
3,"pos11_31,pos13_37,pos32_94",0.447252
3,"pos11_31,pos13_37,pos19_55",0.898397
3,"pos11_31,pos13_37,pos25_75",0.901372
3,"pos11_31,pos13_37,pos29_85",0.875009
3,"pos11_31,pos13_37,pos26_76",0.538197
3,"pos11_31,pos13_37,pos43_127",0.904629
3,"pos11_31,pos13_37,pos41_121",0.858046
3,"pos11_31,pos13_37,pos6_16",0.872064
3,"pos11_31,pos13_37,pos9_25",0.609559
3,"pos11_31,pos13_37,pos33_97",0.674408
3,"pos11_31,pos13_37,pos35_103",0.865995
3,"pos11_31,pos13_37,pos24_72",0.883550
3,"pos11_31,pos13_37,pos7_19",0.898338
3,"pos11_31,pos13_37,pos36_106",0.895066
3,"pos11_31,pos13_37,pos30_88",0.896680
3,"pos11_31,pos13_37,pos18_52",0.870258
3,"pos11_31,pos13_37,pos4_10",0.728555
3,"pos11_31,pos13_37,pos31_91",0.904747
3,"pos11_31,pos13_37,pos21_63",0.615480
3,"pos11_31,pos13_37,pos1_1",0.595112
3,"pos11_31,pos13_37,pos5_13",0.818509
3,"pos11_31,pos13_37,pos40_118",0.780171
3,"pos11_31,pos13_37,pos28_82",0.830676
3,"pos11_31,pos13_37,pos15_44",0.480232
3,"pos11_31,pos13_37,pos16_46",0.692704
3,"pos11_31,pos22_66,pos37_109",0.764540
3,"pos11_31,pos22_66,pos23_69",0.765842
3,"pos11_31,pos22_66,pos3_7",0.457036
3,"pos11_31,pos22_66,pos39_115",0.511879
3,"pos11_31,pos22_66,pos25_75",0.765842
3,"pos11_31,pos22_66,pos29_85",0.735305
3,"pos11_31,pos22_66,pos26_76",0.434714
3,"pos11_31,pos22_66,pos43_127",0.764480
3,"pos11_31,pos22_66,pos41_121",0.718549
3,"pos11_31,pos22_66,pos6_16",0.732315
3,"pos11_31,pos22_66,pos9_25",0.503723
3,"pos11_31,pos22_66,pos33_97",0.550158
3,"pos11_31,pos22_66,pos35_103",0.726379
3,"pos11_31,pos22_66,pos24_72",0.765842
3,"pos11_31,pos22_66,pos7_19",0.758189
3,"pos11_31,pos22_66,pos36_106",0.754918
3,"pos11_31,pos22_66,pos30_88",0.756532
3,"pos11_31,pos22_66,pos4_10",0.600278
3,"pos11_31,pos22_66,pos31_91",0.764599
3,"pos11_31,pos22_66,pos5_13",0.681735
3,"pos11_31,pos22_66,pos40_118",0.645425
3,"pos11_31,pos22_66,pos28_82",0.693385
3,"pos11_31,pos37_109,pos3_7",0.562148
3,"pos11_31,pos37_109,pos39_115",0.629542
3,"pos11_31,pos37_109,pos43_127",0.903326
3,"pos11_31,pos37_109,pos41_121",0.856743
3,"pos11_31,pos37_109,pos6_16",0.870761
3,"pos11_31,pos37_109,pos9_25",0.608346
3,"pos11_31,pos37_109,pos7_19",0.897035
3,"pos11_31,pos37_109,pos4_10",0.727253
3,"pos11_31,pos37_109,pos5_13",0.817206
3,"pos11_31,pos37_109,pos40_118",0.778868
3,"pos11_31,pos23_69,pos3_7",0.510191
3,"pos11_31,pos23_69,pos39_115",0.571739
3,"pos11_31,pos23_69,pos32_94",0.401246
3,"pos11_31,pos23_69,pos25_75",0.840416
3,"pos11_31,pos23_69,pos29_85",0.809435
3,"pos11_31,pos23_69,pos26_76",0.487263
3,"pos11_31,pos23_69,pos43_127",0.839054
3,"pos11_31,pos23_69,pos41_121",0.792472
3,"pos11_31,pos23_69,pos6_16",0.806489
3,"pos11_31,pos23_69,pos9_25",0.557307
3,"pos11_31,pos23_69,pos33_97",0.613689
3,"pos11_31,pos23_69,pos35_103",0.800420
3,"pos11_31,pos23_69,pos24_72",0.840416
3,"pos11_31,pos23_69,pos7_19",0.832763
3,"pos11_31,pos23_69,pos36_106",0.829492
3,"pos11_31,pos23_69,pos30_88",0.831106
3,"pos11_31,pos23_69,pos4_10",0.666060
3,"pos11_31,pos23_69,pos31_91",0.839173
3,"pos11_31,pos23_69,pos5_13",0.753393
3,"pos11_31,pos23_69,pos40_118",0.715544
3,"pos11_31,pos23_69,pos28_82",0.765635
3,"pos11_31,pos3_7,pos43_127",0.562088
3,"pos11_31,pos3_7,pos41_121",0.523854
3,"pos11_31,pos3_7,pos6_16",0.563361
3,"pos11_31,pos3_7,pos7_19",0.563361
3,"pos11_31,pos3_7,pos4_10",0.563361
3,"pos11_31,pos3_7,pos5_13",0.563361
3,"pos11_31,pos3_7,pos40_118",0.466761
3,"pos11_31,pos17_49,pos39_115",0.543822
3,"pos11_31,pos17_49,pos19_55",0.805290
3,"pos11_31,pos17_49,pos25_75",0.800672
3,"pos11_31,pos17_49,pos29_85",0.774546
3,"pos11_31,pos17_49,pos26_76",0.472371
3,"pos11_31,pos17_49,pos43_127",0.803929
3,"pos11_31,pos17_49,pos41_121",0.757597
3,"pos11_31,pos17_49,pos6_16",0.771363
3,"pos11_31,pos17_49,pos9_25",0.524920
3,"pos11_31,pos17_49,pos33_97",0.586112
3,"pos11_31,pos17_49,pos35_103",0.765546
3,"pos11_31,pos17_49,pos24_72",0.782850
3,"pos11_31,pos17_49,pos7_19",0.797638
3,"pos11_31,pos17_49,pos36_106",0.794366
3,"pos11_31,pos17_49,pos30_88",0.795980
3,"pos11_31,pos17_49,pos18_52",0.805290
3,"pos11_31,pos17_49,pos4_10",0.631422
3,"pos11_31,pos17_49,pos31_91",0.804047
3,"pos11_31,pos17_49,pos21_63",0.530323
3,"pos11_31,pos17_49,pos1_1",0.530175
3,"pos11_31,pos17_49,pos5_13",0.718268
3,"pos11_31,pos17_49,pos40_118",0.682313
3,"pos11_31,pos17_49,pos28_82",0.732285
3,"pos11_31,pos39_115,pos43_127",0.630845
3,"pos11_31,pos39_115,pos41_121",0.630845
3,"pos11_31,pos39_115,pos6_16",0.599464
3,"pos11_31,pos39_115,pos9_25",0.414450
3,"pos11_31,pos39_115,pos7_19",0.623444
3,"pos11_31,pos39_115,pos4_10",0.484524
3,"pos11_31,pos39_115,pos5_13",0.554480
3,"pos11_31,pos39_115,pos40_118",0.630845
3,"pos11_31,pos32_94,pos43_127",0.446097
3,"pos11_31,pos32_94,pos41_121",0.414154
3,"pos11_31,pos32_94,pos6_16",0.423998
3,"pos11_31,pos32_94,pos33_97",0.447252
3,"pos11_31,pos32_94,pos35_103",0.447252
3,"pos11_31,pos32_94,pos7_19",0.441686
3,"pos11_31,pos32_94,pos36_106",0.447252
3,"pos11_31,pos19_55,pos25_75",0.893779
3,"pos11_31,pos19_55,pos29_85",0.867416
3,"pos11_31,pos19_55,pos26_76",0.532587
3,"pos11_31,pos19_55,pos43_127",0.897035
3,"pos11_31,pos19_55,pos41_121",0.850452
3,"pos11_31,pos19_55,pos6_16",0.864470
3,"pos11_31,pos19_55,pos9_25",0.602306
3,"pos11_31,pos19_55,pos33_97",0.667066
3,"pos11_31,pos19_55,pos35_103",0.858401
3,"pos11_31,pos19_55,pos24_72",0.875957
3,"pos11_31,pos19_55,pos7_19",0.890744
3,"pos11_31,pos19_55,pos36_106",0.887473
3,"pos11_31,pos19_55,pos30_88",0.889086
3,"pos11_31,pos19_55,pos4_10",0.720962
3,"pos11_31,pos19_55,pos31_91",0.897154
3,"pos11_31,pos19_55,pos21_63",0.608227
3,"pos11_31,pos19_55,pos1_1",0.589931
3,"pos11_31,pos19_55,pos5_13",0.810915
3,"pos11_31,pos19_55,pos40_118",0.772577
3,"pos11_31,pos19_55,pos28_82",0.823083
3,"pos11_31,pos25_75,pos29_85",0.870391
3,"pos11_31,pos25_75,pos26_76",0.534156
3,"pos11_31,pos25_75,pos43_127",0.900010
3,"pos11_31,pos25_75,pos41_121",0.853427
3,"pos11_31,pos25_75,pos6_16",0.867445
3,"pos11_31,pos25_75,pos9_25",0.605281
3,"pos11_31,pos25_75,pos33_97",0.669790
3,"pos11_31,pos25_75,pos35_103",0.861376
3,"pos11_31,pos25_75,pos7_19",0.893719
3,"pos11_31,pos25_75,pos36_106",0.890448
3,"pos11_31,pos25_75,pos30_88",0.892062
3,"pos11_31,pos25_75,pos4_10",0.723937
3,"pos11_31,pos25_75,pos31_91",0.900129
3,"pos11_31,pos25_75,pos5_13",0.813890
3,"pos11_31,pos25_75,pos40_118",0.775552
3,"pos11_31,pos25_75,pos28_82",0.826058
3,"pos11_31,pos29_85,pos43_127",0.873647
3,"pos11_31,pos29_85,pos41_121",0.827065
3,"pos11_31,pos29_85,pos6_16",0.841082
3,"pos11_31,pos29_85,pos9_25",0.584647
3,"pos11_31,pos29_85,pos33_97",0.645618
3,"pos11_31,pos29_85,pos35_103",0.835013
3,"pos11_31,pos29_85,pos7_19",0.867356
3,"pos11_31,pos29_85,pos36_106",0.864085
3,"pos11_31,pos29_85,pos30_88",0.875009
3,"pos11_31,pos29_85,pos4_10",0.698847
3,"pos11_31,pos29_85,pos31_91",0.875009
3,"pos11_31,pos29_85,pos5_13",0.787735
3,"pos11_31,pos29_85,pos40_118",0.749648
3,"pos11_31,pos26_76,pos43_127",0.536998
3,"pos11_31,pos26_76,pos41_121",0.501443
3,"pos11_31,pos26_76,pos6_16",0.514173
3,"pos11_31,pos26_76,pos35_103",0.506343
3,"pos11_31,pos26_76,pos7_19",0.532587
3,"pos11_31,pos26_76,pos36_106",0.529035
3,"pos11_31,pos26_76,pos30_88",0.538197
3,"pos11_31,pos26_76,pos4_10",0.416256
3,"pos11_31,pos26_76,pos31_91",0.538197
3,"pos11_31,pos26_76,pos5_13",0.476620
3,"pos11_31,pos26_76,pos40_118",0.446689
3,"pos11_31,pos26_76,pos28_82",0.538197
3,"pos11_31,pos43_127,pos6_16",0.870702
3,"pos11_31,pos43_127,pos9_25",0.608301
3,"pos11_31,pos43_127,pos7_19",0.896976
3,"pos11_31,pos43_127,pos4_10",0.727193
3,"pos11_31,pos43_127,pos5_13",0.817147
3,"pos11_31,pos41_121,pos6_16",0.824119
3,"pos11_31,pos41_121,pos9_25",0.572465
3,"pos11_31,pos41_121,pos7_19",0.850393
3,"pos11_31,pos41_121,pos4_10",0.682328
3,"pos11_31,pos41_121,pos5_13",0.770801
3,"pos11_31,pos6_16,pos9_25",0.579229
3,"pos11_31,pos6_16,pos7_19",0.872064
3,"pos11_31,pos33_97,pos35_103",0.674408
3,"pos11_31,pos33_97,pos7_19",0.666992
3,"pos11_31,pos33_97,pos36_106",0.674408
3,"pos11_31,pos33_97,pos4_10",0.520272
3,"pos11_31,pos33_97,pos5_13",0.595186
3,"pos11_31,pos33_97,pos40_118",0.564146
3,"pos11_31,pos35_103,pos7_19",0.858342
3,"pos11_31,pos35_103,pos36_106",0.865995
3,"pos11_31,pos35_103,pos4_10",0.689891
3,"pos11_31,pos35_103,pos5_13",0.778720
3,"pos11_31,pos35_103,pos40_118",0.740693
3,"pos11_31,pos24_72,pos7_19",0.875897
3,"pos11_31,pos24_72,pos36_106",0.872626
3,"pos11_31,pos24_72,pos30_88",0.874240
3,"pos11_31,pos24_72,pos4_10",0.706514
3,"pos11_31,pos24_72,pos31_91",0.882307
3,"pos11_31,pos24_72,pos5_13",0.796069
3,"pos11_31,pos24_72,pos40_118",0.757731
3,"pos11_31,pos24_72,pos28_82",0.808236
3,"pos11_31,pos36_106,pos4_10",0.717779
3,"pos11_31,pos36_106,pos5_13",0.807585
3,"pos11_31,pos36_106,pos40_118",0.769247
3,"pos11_31,pos12_34,pos30_88",0.896680
3,"pos11_31,pos12_34,pos18_52",0.870258
3,"pos11_31,pos12_34,pos4_10",0.728555
3,"pos11_31,pos12_34,pos31_91",0.904747
3,"pos11_31,pos12_34,pos21_63",0.615480
3,"pos11_31,pos12_34,pos1_1",0.595112
3,"pos11_31,pos12_34,pos5_13",0.818509
3,"pos11_31,pos12_34,pos40_118",0.780171
3,"pos11_31,pos12_34,pos28_82",0.830676
3,"pos11_31,pos12_34,pos15_44",0.480232
3,"pos11_31,pos12_34,pos16_46",0.692704
3,"pos11_31,pos30_88,pos4_10",0.719393
3,"pos11_31,pos30_88,pos31_91",0.896680
3,"pos11_31,pos30_88,pos5_13",0.809198
3,"pos11_31,pos30_88,pos40_118",0.770860
3,"pos11_31,pos18_52,pos4_10",0.693222
3,"pos11_31,pos18_52,pos31_91",0.869014
3,"pos11_31,pos18_52,pos21_63",0.583359
3,"pos11_31,pos18_52,pos1_1",0.571843
3,"pos11_31,pos18_52,pos5_13",0.782776
3,"pos11_31,pos18_52,pos40_118",0.744690
3,"pos11_31,pos18_52,pos28_82",0.795195
3,"pos11_31,pos4_10,pos5_13",0.728555
3,"pos11_31,pos31_91,pos5_13",0.817265
3,"pos11_31,pos31_91,pos40_118",0.778927
3,"pos11_31,pos21_63,pos5_13",0.542002
3,"pos11_31,pos21_63,pos40_118",0.510206
3,"pos11_31,pos21_63,pos28_82",0.551164
3,"pos11_31,pos1_1,pos5_13",0.540965
3,"pos11_31,pos1_1,pos40_118",0.512989
3,"pos11_31,pos1_1,pos28_82",0.542431
3,"pos11_31,pos15_44,pos16_46",0.480232
3,"pos14_40,pos22_66,pos37_109",0.421807
3,"pos14_40,pos22_66,pos23_69",0.422340
3,"pos14_40,pos22_66,pos25_75",0.422340
3,"pos14_40,pos22_66,pos29_85",0.406916
3,"pos14_40,pos22_66,pos43_127",0.421807
3,"pos14_40,pos22_66,pos41_121",0.400506
3,"pos14_40,pos22_66,pos6_16",0.413976
3,"pos14_40,pos22_66,pos35_103",0.401720
3,"pos14_40,pos22_66,pos24_72",0.422340
3,"pos14_40,pos22_66,pos7_19",0.421052
3,"pos14_40,pos22_66,pos36_106",0.417070
3,"pos14_40,pos22_66,pos30_88",0.418151
3,"pos14_40,pos22_66,pos31_91",0.421851
3,"pos14_40,pos37_109,pos43_127",0.473097
3,"pos14_40,pos37_109,pos41_121",0.451619
3,"pos14_40,pos37_109,pos6_16",0.465266
3,"pos14_40,pos37_109,pos7_19",0.472342
3,"pos14_40,pos37_109,pos4_10",0.408248
3,"pos14_40,pos37_109,pos5_13",0.446615
3,"pos14_40,pos37_109,pos40_118",0.414628
3,"pos14_40,pos23_69,pos25_75",0.451915
3,"pos14_40,pos23_69,pos29_85",0.436387
3,"pos14_40,pos23_69,pos43_127",0.451382
3,"pos14_40,pos23_69,pos41_121",0.429904
3,"pos14_40,pos23_69,pos6_16",0.443551
3,"pos14_40,pos23_69,pos35_103",0.431132
3,"pos14_40,pos23_69,pos24_72",0.451915
3,"pos14_40,pos23_69,pos7_19",0.450627
3,"pos14_40,pos23_69,pos36_106",0.446645
3,"pos14_40,pos23_69,pos30_88",0.447726
3,"pos14_40,pos23_69,pos31_91",0.451426
3,"pos14_40,pos23_69,pos5_13",0.424900
3,"pos14_40,pos23_69,pos28_82",0.412689
3,"pos14_40,pos17_49,pos19_55",0.406072
3,"pos14_40,pos17_49,pos25_75",0.405006
3,"pos14_40,pos17_49,pos43_127",0.405539
3,"pos14_40,pos17_49,pos7_19",0.404784
3,"pos14_40,pos17_49,pos36_106",0.400802
3,"pos14_40,pos17_49,pos30_88",0.401883
3,"pos14_40,pos17_49,pos18_52",0.406072
3,"pos14_40,pos17_49,pos31_91",0.405583
3,"pos14_40,pos19_55,pos25_75",0.466835
3,"pos14_40,pos19_55,pos29_85",0.452374
3,"pos14_40,pos19_55,pos43_127",0.467368
3,"pos14_40,pos19_55,pos41_121",0.445890
3,"pos14_40,pos19_55,pos6_16",0.459538
3,"pos14_40,pos19_55,pos35_103",0.447119
3,"pos14_40,pos19_55,pos24_72",0.461240
3,"pos14_40,pos19_55,pos7_19",0.466613
3,"pos14_40,pos19_55,pos36_106",0.462632
3,"pos14_40,pos19_55,pos30_88",0.463712
3,"pos14_40,pos19_55,pos4_10",0.402519
3,"pos14_40,pos19_55,pos31_91",0.467413
3,"pos14_40,pos19_55,pos5_13",0.440887
3,"pos14_40,pos19_55,pos40_118",0.408899
3,"pos14_40,pos19_55,pos28_82",0.428571
3,"pos14_40,pos25_75,pos29_85",0.457569
3,"pos14_40,pos25_75,pos43_127",0.472564
3,"pos14_40,pos25_75,pos41_121",0.451086
3,"pos14_40,pos25_75,pos6_16",0.464733
3,"pos14_40,pos25_75,pos35_103",0.452314
3,"pos14_40,pos25_75,pos7_19",0.471809
3,"pos14_40,pos25_75,pos36_106",0.467827
3,"pos14_40,pos25_75,pos30_88",0.468908
3,"pos14_40,pos25_75,pos4_10",0.407715
3,"pos14_40,pos25_75,pos31_91",0.472608
3,"pos14_40,pos25_75,pos5_13",0.446083
3,"pos14_40,pos25_75,pos40_118",0.414095
3,"pos14_40,pos25_75,pos28_82",0.433767
3,"pos14_40,pos29_85,pos43_127",0.458102
3,"pos14_40,pos29_85,pos41_121",0.436624
3,"pos14_40,pos29_85,pos6_16",0.450272
3,"pos14_40,pos29_85,pos35_103",0.437852
3,"pos14_40,pos29_85,pos7_19",0.457347
3,"pos14_40,pos29_85,pos36_106",0.453365
3,"pos14_40,pos29_85,pos30_88",0.458635
3,"pos14_40,pos29_85,pos31_91",0.458635
3,"pos14_40,pos29_85,pos5_13",0.431621
3,"pos14_40,pos43_127,pos6_16",0.465266
3,"pos14_40,pos43_127,pos7_19",0.472342
3,"pos14_40,pos43_127,pos4_10",0.408248
3,"pos14_40,pos43_127,pos5_13",0.446615
3,"pos14_40,pos41_121,pos6_16",0.443788
3,"pos14_40,pos41_121,pos7_19",0.450864
3,"pos14_40,pos41_121,pos5_13",0.425137
3,"pos14_40,pos6_16,pos7_19",0.465799
3,"pos14_40,pos35_103,pos7_19",0.452092
3,"pos14_40,pos35_103,pos36_106",0.453380
3,"pos14_40,pos35_103,pos5_13",0.426366
3,"pos14_40,pos24_72,pos7_19",0.466214
3,"pos14_40,pos24_72,pos36_106",0.462232
3,"pos14_40,pos24_72,pos30_88",0.463312
3,"pos14_40,pos24_72,pos4_10",0.402120
3,"pos14_40,pos24_72,pos31_91",0.467013
3,"pos14_40,pos24_72,pos5_13",0.440487
3,"pos14_40,pos24_72,pos40_118",0.408499
3,"pos14_40,pos24_72,pos28_82",0.428172
3,"pos14_40,pos36_106,pos4_10",0.403511
3,"pos14_40,pos36_106,pos5_13",0.441879
3,"pos14_40,pos36_106,pos40_118",0.409891
3,"pos14_40,pos30_88,pos4_10",0.404592
3,"pos14_40,pos30_88,pos31_91",0.469974
3,"pos14_40,pos30_88,pos5_13",0.442959
3,"pos14_40,pos30_88,pos40_118",0.410971
3,"pos14_40,pos18_52,pos31_91",0.448273
3,"pos14_40,pos18_52,pos5_13",0.421748
3,"pos14_40,pos18_52,pos28_82",0.409684
3,"pos14_40,pos4_10,pos5_13",0.408781
3,"pos14_40,pos31_91,pos5_13",0.446660
3,"pos14_40,pos31_91,pos40_118",0.414672
3,"pos27_79,pos37_109,pos3_7",0.508785
3,"pos27_79,pos37_109,pos39_115",0.565922
3,"pos27_79,pos37_109,pos43_127",0.819264
3,"pos27_79,pos37_109,pos41_121",0.775256
3,"pos27_79,pos37_109,pos6_16",0.788682
3,"pos27_79,pos37_109,pos9_25",0.480661
3,"pos27_79,pos37_109,pos7_19",0.813210
3,"pos27_79,pos37_109,pos4_10",0.658229
3,"pos27_79,pos37_109,pos5_13",0.739790
3,"pos27_79,pos37_109,pos40_118",0.703214
3,"pos27_79,pos3_7,pos43_127",0.508726
3,"pos27_79,pos3_7,pos41_121",0.472964
3,"pos27_79,pos3_7,pos6_16",0.509999
3,"pos27_79,pos3_7,pos7_19",0.509999
3,"pos27_79,pos3_7,pos4_10",0.509999
3,"pos27_79,pos3_7,pos5_13",0.509999
3,"pos27_79,pos3_7,pos40_118",0.420830
3,"pos27_79,pos39_115,pos43_127",0.567225
3,"pos27_79,pos39_115,pos41_121",0.567225
3,"pos27_79,pos39_115,pos6_16",0.537827
3,"pos27_79,pos39_115,pos7_19",0.560060
3,"pos27_79,pos39_115,pos4_10",0.435025
3,"pos27_79,pos39_115,pos5_13",0.497387
3,"pos27_79,pos39_115,pos40_118",0.567225
3,"pos27_79,pos29_85,pos43_127",0.820566
3,"pos27_79,pos29_85,pos41_121",0.776559
3,"pos27_79,pos29_85,pos6_16",0.789985
3,"pos27_79,pos29_85,pos9_25",0.481875
3,"pos27_79,pos29_85,pos33_97",0.604245
3,"pos27_79,pos29_85,pos35_103",0.783783
3,"pos27_79,pos29_85,pos7_19",0.814512
3,"pos27_79,pos29_85,pos36_106",0.811300
3,"pos27_79,pos29_85,pos30_88",0.821928
3,"pos27_79,pos29_85,pos4_10",0.659532
3,"pos27_79,pos29_85,pos31_91",0.821928
3,"pos27_79,pos29_85,pos5_13",0.741093
3,"pos27_79,pos29_85,pos40_118",0.704516
3,"pos27_79,pos43_127,pos6_16",0.788623
3,"pos27_79,pos43_127,pos9_25",0.480616
3,"pos27_79,pos43_127,pos7_19",0.813150
3,"pos27_79,pos43_127,pos4_10",0.658170
3,"pos27_79,pos43_127,pos5_13",0.739731
3,"pos27_79,pos41_121,pos6_16",0.744616
3,"pos27_79,pos41_121,pos9_25",0.447370
3,"pos27_79,pos41_121,pos7_19",0.769143
3,"pos27_79,pos41_121,pos4_10",0.615880
3,"pos27_79,pos41_121,pos5_13",0.695960
3,"pos27_79,pos6_16,pos9_25",0.453528
3,"pos27_79,pos6_16,pos7_19",0.789985
3,"pos27_79,pos33_97,pos35_103",0.604245
3,"pos27_79,pos33_97,pos7_19",0.597066
3,"pos27_79,pos33_97,pos36_106",0.604245
3,"pos27_79,pos33_97,pos4_10",0.464452
3,"pos27_79,pos33_97,pos5_13",0.531551
3,"pos27_79,pos33_97,pos40_118",0.502109
3,"pos27_79,pos35_103,pos7_19",0.776367
3,"pos27_79,pos35_103,pos36_106",0.783783
3,"pos27_79,pos35_103,pos4_10",0.622719
3,"pos27_79,pos35_103,pos5_13",0.703154
3,"pos27_79,pos35_103,pos40_118",0.666889
3,"pos27_79,pos36_106,pos4_10",0.649052
3,"pos27_79,pos36_106,pos5_13",0.730465
3,"pos27_79,pos36_106,pos40_118",0.693888
3,"pos27_79,pos30_88,pos4_10",0.659532
3,"pos27_79,pos30_88,pos31_91",0.821928
3,"pos27_79,pos30_88,pos5_13",0.741093
3,"pos27_79,pos30_88,pos40_118",0.704516
3,"pos27_79,pos4_10,pos5_13",0.659532
3,"pos27_79,pos31_91,pos5_13",0.741093
3,"pos27_79,pos31_91,pos40_118",0.704516
3,"pos13_37,pos22_66,pos37_109",0.847477
3,"pos13_37,pos22_66,pos23_69",0.848780
3,"pos13_37,pos22_66,pos3_7",0.525142
3,"pos13_37,pos22_66,pos39_115",0.582264
3,"pos13_37,pos22_66,pos32_94",0.405791
3,"pos13_37,pos22_66,pos25_75",0.848780
3,"pos13_37,pos22_66,pos29_85",0.818035
